,cat1,cat2,cat3,brand_name
1113772,WOM,Tops & Blouses,"Tank, Cami",adidas Originals
1115194,MEN,Shoes,Slippers,Prada
1115353,MEN,Shorts,Athletic,Air Jordan
1115428,WOM,Athletic Apparel,"Skirts, Skorts & Dresses",Wildfox Couture
1116336,HOM,Bedding,Duvet Covers & Sets,Kate Spade
1116363,WOM,Sweaters,V-Neck,Lululemon
1116495,HOM,Other,Other,Samsung
1116607,MEN,Tops,Button-Front,Customized & Personalized
1117164,ELE,"Car Audio, Video & GPS",Other Accessories,Apple
1117676,WOM,Women's Accessories,Other,lululemon athletica
1117871,VIN,Serving,Platter,Others
1118656,NOI,no_info,no_info,Graco
1118880,WOM,Tops & Blouses,Halter,Lilly Pulitzer
1118949,VIN,Bags and Purses,Case,Versace
1119505,WOM,Tops & Blouses,Turtleneck,Prada
1119888,ELE,Video Games & Consoles,Games,Acer
1119956,MEN,Athletic Apparel,Shirts & Tops,L.L. Bean
1121711,MEN,Tops,T-shirts,Miss Me
1121733,WOM,Tops & Blouses,Other,Chanel
1121846,VIN,Toy,Game,Spin Master
1121999,WOM,Tops & Blouses,Polo Shirt,The North Face
1122778,MEN,Shoes,Athletic,Oakley
1125817,ELE,Cell Phones & Accessories,Screen Protectors,M
1125992,MEN,Swimwear,Board Shorts,True Religion Brand Jeans
1126930,VIN,Bags and Purses,Other,Tiffany & Co.
1128640,MEN,Shoes,Outdoor,Chaco
1129784,HAN,Books and Zines,Comic,Others
1130257,MEN,Sweats & Hoodies,Hoodie,Independent
1131308,MEN,Shoes,Boots,Michael Kors
1131738,HOM,Storage & Organization,Jewelry Boxes & Organizers,Coach
1132200,ELE,"TV, Audio & Surveillance",Home Surveillance,Samsung
1132445,ELE,Cameras & Photography,Film Photography,Logitech
1133595,KID,Toys,Building Toys,Nintendo
1133979,WOM,Skirts,"Straight, Pencil",Salvatore Ferragamo
1134363,WOM,Pants,"Capris, Cropped",LuLaRoe
1135842,WOM,Dresses,"Above Knee, Mini",Fossil
1135911,WOM,Shoes,Oxfords,Prada
1135947,KID,Boys 0-24 Mos,Tops & T-Shirts,PUMA
1137045,MEN,Athletic Apparel,Shorts,Gucci
1137387,MEN,Men's Accessories,Other,Louis Vuitton
1137589,ELE,Cameras & Photography,Binoculars & Telescopes,Apple
1137942,SPO,Exercise,Yoga & Pilates,PUMA
1138103,KID,Girls 0-24 Mos,Other,Air Jordan
1138267,WOM,Athletic Apparel,Tracksuits & Sweats,Dolce & Gabbana
1138866,WOM,Other,Other,MARC BY MARC JACOBS
1138891,VIN,Collectibles,Souvenir,Air Jordan
1139820,WOM,Coats & Jackets,Motorcycle,Vince Camuto
1139932,HOM,Home Décor,Home Décor Accents,Lilly Pulitzer
1140088,WOM,Sweaters,Cowl Neck,Free People
1140719,VIN,Electronics,Game,Apple
1141251,WOM,Underwear,Other,Christian Dior
1141307,WOM,Coats & Jackets,Other,Madewell
1141713,SPO,Team Sports,All Other Sports,Titleist
1141724,KID,Boys 0-24 Mos,Tops & T-Shirts,True Religion
1142519,HOM,Home Décor,Home Décor Accents,Keurig
1142828,WOM,Women's Handbags,Other,Rebecca Minkoff
1142830,HOM,Home Décor,Decorative Pillows,Versace
1143727,WOM,Maternity,Other,Coach
1146531,MEN,Shorts,Athletic,Rock Revival
1146960,MEN,Shorts,"Carpenter, Utility",Rock Revival
1147255,OTH,Other,Other,Ray-Ban
1148981,MEN,Sweaters,Crewneck,Jordans
1149132,WOM,Coats & Jackets,Raincoat,Yeezy
1149806,WOM,Underwear,Other,Hunter
1150392,MEN,Tops,"Polo, Rugby",DIESEL
1150511,WOM,Dresses,Other,Madewell
1151465,WOM,Sweaters,Hooded,Lilly Pulitzer
1151492,WOM,Tops & Blouses,Tunic,Madewell
1151528,WOM,Jewelry,Rings,kate spade new york
1152961,KID,Boys (4+),Other,Air Jordan
1156234,WOM,Shoes,Boots,MARC BY MARC JACOBS
1157285,VIN,Accessories,Handkerchief,Givenchy
1157441,WOM,Pants,Casual Pants,Tory Burch
1157734,VIN,Accessories,Belt,Salvatore Ferragamo
1157988,MEN,Athletic Apparel,Tracksuits & Sweats,True Religion Brand Jeans
1157998,MEN,Shoes,Loafers & Slip-Ons,PUMA
1158222,VIN,Jewelry,Pendant,Coach
1158328,SPO,Apparel,Boys,Wilson
1158509,HOM,Kids' Home Store,Kids' Room Décor,Pottery Barn
1158924,SPO,Golf,Golf Apparel,Jordan
1159186,WOM,Shoes,Slippers,The North Face
1159364,VIN,Jewelry,Necklace,Gucci
1159481,HAN,Accessories,Cozy,Others
1159789,HAN,Children,Furniture,Others
1160401,MEN,Coats & Jackets,Puffer,Burberry Brit
1160501,MEN,Jeans,"Slim, Skinny",Burberry Brit
1161849,MEN,Coats & Jackets,Windbreaker,Oakley
1164826,HAN,Bags and Purses,Wallet,Others
1164869,ELE,"TV, Audio & Surveillance",Televisions,Logitech
1168667,WOM,Women's Accessories,Other,Saint Laurent
1168704,WOM,Shoes,Loafers & Slip-Ons,Jeffery Campbell
1168876,HOM,Home Décor,Home Fragrance,Rae Dunn
1169213,WOM,Shoes,Athletic,Chanel
1170019,WOM,Dresses,Other,Wildfox Couture
1170367,WOM,Coats & Jackets,Cape,Burberry
1172295,WOM,Dresses,Other,Disney Collection
1172547,MEN,Shoes,Boots,Oakley
1173711,WOM,Other,Other,Jordans
1174233,ELE,Video Games & Consoles,Accessories,HP
1174252,WOM,Swimwear,Two-Piece,Wildfox Couture
1174304,WOM,Coats & Jackets,Peacoat,Ted Baker London
1174930,WOM,Jewelry,Rings,Louis Vuitton
1175179,MEN,Coats & Jackets,Flight,True Religion Brand Jeans
1175818,ELE,"TV, Audio & Surveillance",Televisions,Sony
1175922,WOM,Women's Accessories,Sunglasses,UNIF
1176972,WOM,Skirts,Mini,DIESEL
1177613,MEN,Shoes,Fashion Sneakers,Givenchy
1177967,WOM,Dresses,Asymmetrical Hem,Lilly Pulitzer
1179016,WOM,Tops & Blouses,Knit Top,UNIF
1180346,MEN,Tops,"Polo, Rugby",Air Jordan
1180951,WOM,Athletic Apparel,Vests,Adidas
1181284,MEN,Sweats & Hoodies,Track & Sweat Suits,Jordan
1181371,MEN,Shoes,Loafers & Slip-Ons,DIESEL
1181806,KID,Girls 0-24 Mos,Accessories,Pottery Barn Kids
1182620,WOM,Sweaters,"Vest, Sleeveless",The North Face
1182751,WOM,Pants,"Capris, Cropped",Big Star
1184443,MEN,Tops,"Polo, Rugby",lululemon athletica
1184698,WOM,Women's Accessories,Sunglasses,Lululemon
1185033,ELE,Cell Phones & Accessories,Cell Phones & Smartphones,Beats by Dr. Dre
1185207,WOM,Jewelry,Rings,MARC BY MARC JACOBS
1185556,KID,Safety,Bathroom Safety,Others
1186001,OTH,Other,Other,Oakley
1187096,WOM,Tops & Blouses,Turtleneck,Free People
1187405,OTH,Musical instruments,Amplifiers & Effects,Sony
1187534,WOM,Women's Accessories,Watches,PANDORA
1187914,WOM,Coats & Jackets,Motorcycle,Adidas
1190260,WOM,Coats & Jackets,Other,L.L. Bean
1190660,MEN,Other,Other,True Religion
1191202,VIN,Electronics,Television,Nintendo
1191627,MEN,Other,Other,Timberland
1191798,WOM,Shoes,Athletic,Burberry
1192629,KID,Boys 2T-5T,Shoes,adidas Originals
1193515,HAN,Knitting,Scarf,Others
1193705,KID,Gear,Playard Bedding,Graco
1194760,WOM,Skirts,Bubble,Kate Spade
1194904,ELE,Cell Phones & Accessories,Cables & Adapters,Microsoft
1194942,MEN,Men's Accessories,Sunglasses,Samsung
1194948,WOM,Shoes,Oxfords,Free People
1195020,MEN,Coats & Jackets,Flight,Lululemon
1197293,SPO,Apparel,Men,Burton
1197679,KID,Toys,Party Supplies,Nintendo
1198617,BEA,Fragrance,Candles & Home Scents,Chanel
1199026,KID,Nursery,Bedding,Pottery Barn Kids
1200168,MEN,Sweaters,Vest,The North Face
1200458,KID,Girls (4+),Coats & Jackets,LuLaRoe
1202995,WOM,Sweaters,Hooded,Chanel
1203003,WOM,Shoes,Mules & Clogs,Jeffery Campbell
1204513,VIN,Housewares,Plate,Rae Dunn
1204655,WOM,Shoes,Fashion Sneakers,True Religion Brand Jeans
1204945,KID,Girls 0-24 Mos,One-Pieces,UGG Australia
1205739,MEN,Shoes,Mules & Clogs,Dansko
1206678,MEN,Coats & Jackets,Windbreaker,Yeezy
1206935,MEN,Tops,T-shirts,Jordans
1207171,KID,Girls 2T-5T,Shoes,Birkenstock
1207396,WOM,Sweaters,Crewneck,lululemon athletica
1208052,WOM,Maternity,Dresses,Sherri Hill
1211768,ELE,"TV, Audio & Surveillance",Home Audio,Beats by Dr. Dre
1212135,MEN,Men's Accessories,Wallets,Ariat
1212799,WOM,Pants,"Capris, Cropped",Gymshark
1213363,KID,Girls 0-24 Mos,Swimwear,The North Face
1213458,WOM,Coats & Jackets,Other,Burberry Brit
1214209,VIN,Accessories,Gloves,Michael Kors
1214660,WOM,Dresses,"Above Knee, Mini",Burberry Brit
1215505,WOM,Shoes,Boots,Fendi
1216475,ELE,Cell Phones & Accessories,Cables & Adapters,ASUS
1216598,WOM,Women's Accessories,Other,Sam Edelman
1216779,NOI,no_info,no_info,Customized & Personalized
1217946,VIN,Trading Cards,Sports,Spin Master
1218010,WOM,Tops & Blouses,"Tank, Cami",Tory Burch
1218280,WOM,Coats & Jackets,Windbreaker,Wilson
1218515,MEN,Shoes,Boots,Yeezy
1218857,MEN,Jeans,"Slim, Skinny",Saint Laurent
1219313,WOM,Women's Accessories,Watches,Stamped
1219406,WOM,Coats & Jackets,Vest,UNIF
1220572,KID,Boys 2T-5T,Bottoms,Burberry
1220631,KID,Girls 0-24 Mos,Swimwear,Pottery Barn Kids
1221716,WOM,Shoes,Flats,Dansko
1222048,HOM,Seasonal Décor,Halloween,Pottery Barn
1222746,WOM,Women's Accessories,Scarves & Wraps,tokidoki
1223699,MEN,Sweaters,Crewneck,Air Jordan
1224452,WOM,Jeans,"Slim, Skinny",Hunter
1224605,WOM,Shoes,Fashion Sneakers,Saint Laurent
1224712,KID,Boys (4+),Accessories,PUMA
1224863,WOM,Coats & Jackets,Puffer,LF
1224867,KID,Girls (4+),Swimwear,American Girl ®
1224900,WOM,Tops & Blouses,Button Down Shirt,Dolce & Gabbana
1225217,KID,Boys 2T-5T,Tops & T-Shirts,Nintendo
1226481,VIN,Clothing,Sweater,patagonia
1226653,MEN,Jeans,"Baggy, Loose",True Religion
1227960,WOM,Other,Other,Medela
1229882,MEN,Men's Accessories,Ties,Salvatore Ferragamo
1229968,HAN,Knitting,Accessories,Others
1231471,WOM,Jewelry,Rings,Givenchy
1232531,WOM,Shoes,Other,Ted Baker London
1233118,WOM,Women's Handbags,Other,Saint Laurent
1233626,MEN,Sweaters,Crewneck,Burberry Brit
1234146,WOM,Tops & Blouses,Blouse,Saint Laurent
1234220,VIN,Supplies,Zipper,Others
1234653,VIN,Jewelry,Pendant,Swarovski
1235809,WOM,Swimwear,Two-Piece,patagonia
1235819,KID,Girls 2T-5T,Tops & T-Shirts,True Religion
1237396,VIN,Bags and Purses,Pouch,Michael Kors
1239128,WOM,Jewelry,Bracelets,Oakley
1240659,WOM,Athletic Apparel,"Pants, Tights, Leggings",Jordans
1241443,VIN,Accessories,Other,Tory Burch
1241593,WOM,Tops & Blouses,Wrap,Lilly Pulitzer
1242387,HAN,Patterns,Embroidery,Others
1242408,ELE,Cell Phones & Accessories,Cell Phone Accessories,Microsoft
1242640,WOM,Tops & Blouses,Blouse,Dell
1242642,VIN,Accessories,Cuff Links,Burberry
1242692,WOM,Sweaters,Crewneck,kate spade new york
1244170,WOM,Swimwear,Two-Piece,Chanel
1244206,HOM,Home Décor,Candles & Holders,Versace
1244853,MEN,Tops,Button-Front,Lululemon
1245163,HAN,Toys,Sports,Others
1245254,WOM,Athletic Apparel,Shirts & Tops,tokidoki
1246316,HOM,Seasonal Décor,Easter,Swarovski
1246456,WOM,Shoes,Other,Timberland
1246616,SPO,Exercise,Athletic Training,LuLaRoe
1246684,VIN,Bags and Purses,Leather,Louis Vuitton
1247143,WOM,Other,Other,adidas Originals
1247318,HAN,Furniture,Shelf,Others
1247559,HAN,Knitting,Women,Others
1251023,WOM,Women's Handbags,Backpack Style,Hunter Boots
1251723,WOM,Coats & Jackets,Poncho,Independent
1251799,WOM,Sweaters,Crewneck,MARC BY MARC JACOBS
1252089,WOM,Women's Handbags,Totes & Shoppers,David's Bridal
1252166,HOM,Other,Other,Medela
1253943,MEN,Tops,Button-Front,Independent
1254105,WOM,Skirts,Maxi,Acacia Swimwear
1254792,VIN,Jewelry,Ring,Independent
1255595,WOM,Sweaters,Other,Gucci
1257080,WOM,Jeans,Boot Cut,UNIF
1257289,WOM,Shoes,Fashion Sneakers,Salvatore Ferragamo
1259045,MEN,Coats & Jackets,Puffer,Adidas
1259265,WOM,Athletic Apparel,Snowsuits & Bibs,The North Face
1260625,WOM,Athletic Apparel,Shirts & Tops,Tory Burch
1261342,HAN,Patterns,Cross Stitch,Others
1262211,MEN,Coats & Jackets,Flight,Supreme
1262886,MEN,Sweats & Hoodies,Hoodie,Burberry Brit
1265479,HAN,Glass,Mirrors,Others
1265726,WOM,Athletic Apparel,Shorts,Alo
1266568,MEN,Athletic Apparel,Pants,adidas Originals
1266892,MEN,Coats & Jackets,Other,True Religion Brand Jeans
1267404,VIN,Accessories,Keychain,Christian Dior
1267718,MEN,Tops,T-shirts,Dolce & Gabbana
1268188,VIN,Clothing,Sweater,Prada
1268931,OTH,Office supplies,Other,HP
1269356,WOM,Athletic Apparel,"Skirts, Skorts & Dresses",L.L. Bean
1270605,WOM,Coats & Jackets,Vest,Miss Me
1271086,WOM,Women's Handbags,Shoulder Bag,Hunter
1272014,MEN,Men's Accessories,"Backpacks, Bags & Briefcases",Dolce & Gabbana
1274458,VIN,Bags and Purses,Clutch,Dooney & Bourke
1274611,WOM,Tops & Blouses,T-Shirts,Saint Laurent
1275134,WOM,Underwear,Bras,Medela
1276345,WOM,Tops & Blouses,Knit Top,tokidoki
1276458,WOM,Shoes,Other,David's Bridal
1277567,MEN,Shoes,Athletic,Hunter
1277754,MEN,Shoes,Sandals,Salvatore Ferragamo
1277910,WOM,Women's Handbags,Hobo,Wildfox Couture
1277938,MEN,Shoes,Fashion Sneakers,Christian Dior
1277988,WOM,Women's Handbags,Messenger & Crossbody,UNIF
1278036,OTH,Books,Children's Books,American Girl ®
1279889,WOM,Shoes,Flats,UGG
1281032,HOM,Home Décor,Other,Lilly Pulitzer
1281888,WOM,Women's Handbags,Baguette,kate spade new york
1282567,WOM,Coats & Jackets,Windbreaker,L.L. Bean
1282805,WOM,Sweaters,Collared,L.L. Bean
1282828,WOM,Coats & Jackets,Vest,Burberry
1284031,SPO,Exercise,Fitness accessories,ASICS
1284402,WOM,Sweaters,Full Zip,UGG Australia
1284424,ELE,Cell Phones & Accessories,Cables & Adapters,AmazonBasics
1285008,HOM,Bedding,Comforters & Sets,Pottery Barn Kids
1287480,HOM,Home Appliances,Humidifiers,Philips
1287712,WOM,Coats & Jackets,Vest,Tory Burch
1288276,WOM,Tops & Blouses,Button Down Shirt,LuLaRoe
1288745,HOM,Bedding,Mattress Pads,Pottery Barn Kids
1289223,KID,Toys,Building Toys,Spin Master
1289558,MEN,Sweaters,Other,adidas Originals
1289714,WOM,Tops & Blouses,Halter,lululemon athletica
1290498,NOI,no_info,no_info,Kay Jewelers
1290576,MEN,Athletic Apparel,Jackets,ASICS
1291762,KID,Gear,Backpacks & Carriers,Adidas
1292874,WOM,Shoes,Sandals,Independent
1296225,WOM,Coats & Jackets,Puffer,Burton
1297008,WOM,Athletic Apparel,"Pants, Tights, Leggings",tokidoki
1297014,VIN,Bags and Purses,Purse,Tory Burch
1297826,ELE,"Car Audio, Video & GPS",Car Speakers & Systems,Sony
1298503,WOM,Jewelry,Necklaces,Versace
1300053,ELE,Cell Phones & Accessories,Cables & Adapters,LG
1301963,WOM,Other,Other,Ariat
1302006,HAN,Clothing,Costume,Spin Master
1302023,WOM,Tops & Blouses,T-Shirts,Yeezy
1302213,KID,Potty Training,Step Stools,Others
1302816,WOM,Jewelry,Bracelets,Versace
1303001,WOM,Underwear,Thermal Underwear,Free People
1303306,WOM,Sweaters,Hooded,Jordan
1303554,WOM,Women's Handbags,Baguette,Fendi
1304082,HOM,Storage & Organization,Kitchen Storage & Organization,Kate Spade
1304550,ELE,Computers & Tablets,Other,Sony
1306448,ELE,Computers & Tablets,Laptops & Netbooks,AmazonBasics
1306622,WOM,Women's Handbags,Messenger & Crossbody,Customized & Personalized
1307163,WOM,Jeans,Other,Madewell
1307287,WOM,Pants,Dress Pants,Lululemon
1307686,WOM,Jeans,Boyfriend,Miss Me
1308742,ELE,"TV, Audio & Surveillance",Televisions,Acer
1309358,VIN,Collectibles,Other,Supreme
1309625,WOM,Coats & Jackets,Raincoat,Adidas
1310076,MEN,Swimwear,Swim Trunks,patagonia
1312400,WOM,Jeans,"Slim, Skinny",kate spade new york
1314295,WOM,Jeans,Boot Cut,Versace
1315376,VIN,Clothing,Shirt,Nintendo
1316415,MEN,Jeans,"Classic, Straight Leg",Michael Kors
1318459,WOM,Sweaters,Cowl Neck,Oakley
1319421,MEN,Tops,T-shirts,MARC BY MARC JACOBS
1319983,MEN,Shoes,Sandals,UGG
1321448,WOM,Pants,"Capris, Cropped",Alo
1321689,KID,Boys 0-24 Mos,One-Pieces,adidas Originals
1322410,WOM,Sweaters,"Vest, Sleeveless",lululemon athletica
1322459,MEN,Men's Accessories,Hats,Nixon
1322644,HOM,Home Appliances,Dishwashers,Others
1322651,VIN,Accessories,Keychain,Customized & Personalized
1323038,MEN,Pants,Casual Pants,Michael Kors
1323865,BEA,Makeup,Makeup Palettes,Georgio Armani
1324104,MEN,Shoes,Outdoor,Jordan
1325149,MEN,Sweaters,Crewneck,Lululemon
1325632,VIN,Bags and Purses,Luggage,L.L. Bean
1326090,ELE,Cell Phones & Accessories,"Cases, Covers & Skins",HP
1326099,ELE,Media,VHS,Nintendo
1326159,WOM,Tops & Blouses,Tunic,Vince Camuto
1326542,WOM,Skirts,Other,Vince Camuto
1326662,WOM,Shoes,Fashion Sneakers,Jordan
1327037,ELE,Video Games & Consoles,Accessories,AmazonBasics
1327478,WOM,Jeans,"Slim, Skinny",Kate Spade
1327588,ELE,Video Games & Consoles,Consoles,ASUS
1327599,WOM,Athletic Apparel,Socks,L.L. Bean
1329310,WOM,Tops & Blouses,Polo Shirt,Louis Vuitton
1329337,WOM,Jeans,"Slim, Skinny",Wildfox Couture
1329626,WOM,Skirts,A-Line,Burberry
1330719,ELE,"TV, Audio & Surveillance",Portable Audio & Accessories,Roku
1330913,WOM,Shoes,Flats,adidas Originals
1332085,MEN,Sweaters,Cardigan,DIESEL
1332256,WOM,Skirts,"Straight, Pencil",True Religion Brand Jeans
1333483,MEN,Men's Accessories,Ties,Dolce & Gabbana
1333987,VIN,Accessories,Cuff Links,Tiffany & Co.
1334305,SPO,Fan Shop,NHL,Oakley
1335666,MEN,Jeans,"Slim, Skinny",Lululemon
1336073,WOM,Women's Accessories,Other,Madewell
1336369,MEN,Men's Accessories,Watches,Dolce & Gabbana
1337638,HOM,Kitchen & Dining,Wine Accessories,Versace
1338535,MEN,Coats & Jackets,Other,Jordan
1338862,NOI,no_info,no_info,Big Star
1339090,WOM,Coats & Jackets,Other,Ariat
1339913,ELE,"TV, Audio & Surveillance",Other,AmazonBasics
1340351,MEN,Pants,"Khakis, Chinos",Timberland
1341481,BEA,Makeup,Body,Chanel
1341888,KID,Boys 2T-5T,Tops & T-Shirts,True Religion
1342605,HOM,Storage & Organization,Jewelry Boxes & Organizers,Swarovski
1343091,ELE,Video Games & Consoles,Games,Dell
1343279,KID,Girls (4+),Dresses,American Girl ®
1344060,MEN,Sweaters,Full Zip,PUMA
1344763,HAN,Bags and Purses,Clutch,Kate Spade
1345614,VIN,Bags and Purses,Clutch,Swarovski
1345997,ELE,Cell Phones & Accessories,Cables & Adapters,Canon
1347104,SPO,Outdoors,Hiking & Camping,Adidas
1348039,MEN,Tops,Henley,LuLaRoe
1348575,WOM,Coats & Jackets,Peacoat,Madewell
1349045,MEN,Sweaters,Crewneck,PUMA
1349401,MEN,Shorts,"Board, Surf",Oakley
1349681,KID,Boys 0-24 Mos,Shoes,Hunter Boots
1350374,WOM,Tops & Blouses,Wrap,Customized & Personalized
1351181,MEN,Men's Accessories,Watches,Ted Baker London
1351222,WOM,Athletic Apparel,Shirts & Tops,Miss Me
1351765,MEN,Tops,Other,Lululemon
1351825,VIN,Clothing,Shirt,Free People
1351959,VIN,Electronics,Telephone,M
1352591,MEN,Men's Accessories,Sunglasses,Fendi
1352607,OTH,Office supplies,School Supplies,Rae Dunn
1352771,MEN,Tops,T-shirts,Christian Dior
1353779,HOM,Storage & Organization,Baskets & Bins,Lilly Pulitzer
1354646,HAN,Bags and Purses,Wristlet,Coach
1356781,SPO,Footwear,Kids,Jordan
1356782,MEN,Shorts,Casual Shorts,Burberry
1357361,ELE,Video Games & Consoles,Games,HTC
1357826,WOM,Jewelry,Necklaces,Timberland
1358725,MEN,Other,Other,Jordan
1359358,WOM,Women's Accessories,Hats,Jordans
1359612,WOM,Underwear,Bras,Madewell
1360140,MEN,Shoes,Slippers,PUMA
1360864,MEN,Coats & Jackets,Fleece Jacket,Wilson
1361191,WOM,Tops & Blouses,T-Shirts,A Bathing Ape
1361245,WOM,Women's Handbags,Totes & Shoppers,Miss Me
1362281,WOM,Women's Accessories,Hats,Dolce & Gabbana
1363075,WOM,Tops & Blouses,T-Shirts,Dr. Martens
1364279,NOI,no_info,no_info,Chaco
1365223,VIN,Clothing,Dress,Customized & Personalized
1365310,WOM,Shoes,Sandals,Ariat
1365365,WOM,Athletic Apparel,Other,ASICS
1366248,WOM,Jeans,Relaxed,Burberry
1366940,WOM,Women's Handbags,Hobo,Free People
1369191,WOM,Athletic Apparel,Sports Bras,Madewell
1370254,WOM,Skirts,Other,Lululemon
1371651,WOM,Athletic Apparel,"Skirts, Skorts & Dresses",Independent
1372038,KID,Boys 0-24 Mos,Tops & T-Shirts,Pottery Barn Kids
1372185,WOM,Sweaters,Other,Chanel
1372414,WOM,Jewelry,Bracelets,Rock Revival
1373350,ELE,"TV, Audio & Surveillance",Home Speakers & Subwoofers,LG
1375478,MEN,Swimwear,Swim Trunks,Gucci
1376556,WOM,Shoes,Mules & Clogs,Dr. Martens
1377068,MEN,Jeans,"Classic, Straight Leg",Givenchy
1377397,MEN,Sweats & Hoodies,Track Jacket,The North Face
1377411,WOM,Women's Accessories,Hats,Saint Laurent
1377539,BEA,Tools & Accessories,Bags & Cases,Christian Dior
1378395,KID,Girls (4+),Shoes,Sam Edelman
1380768,WOM,Women's Accessories,Hair Accessories,Henri Bendel
1381063,MEN,Coats & Jackets,Flight,Fendi
1381843,WOM,Jewelry,Earrings,Jordans
1382164,ELE,"Car Audio, Video & GPS",Car Video,Samsung
1382410,WOM,Skirts,Pleated,Lilly Pulitzer
1382965,MEN,Tops,Hawaiian,Adidas
1382969,WOM,Underwear,Bras,UNIF
1383787,WOM,Jeans,"Capri, Cropped",Michael Kors
1384806,MEN,Men's Accessories,Other,Kay Jewelers
1385310,SPO,Outdoors,Skateboard,Yeti
1386949,WOM,Tops & Blouses,Blouse,Sam Edelman
1387192,WOM,Tops & Blouses,Wrap,Michael Kors
1388770,MEN,Tops,Dress Shirts,Salvatore Ferragamo
1391110,MEN,Sweaters,Crewneck,L.L. Bean
1391686,WOM,Jeans,Leggings,Kate Spade
1392028,MEN,Sweats & Hoodies,Other,patagonia
1393010,HAN,Toys,Bear,Others
1393317,WOM,Women's Accessories,Wallets,Burton
1393356,ELE,Computers & Tablets,Other,ASUS
1393766,WOM,Women's Handbags,Cosmetic Bags,James Avery
1394403,WOM,Coats & Jackets,Wool,Coach
1394464,WOM,Women's Accessories,Belts,MCM
1395918,KID,Girls 2T-5T,Shoes,adidas Originals
1396417,MEN,Men's Accessories,"Backpacks, Bags & Briefcases",Bape
1398339,NOI,no_info,no_info,Keurig
1398706,VIN,Jewelry,Bracelet,Louis Vuitton
1398821,WOM,Tops & Blouses,Other,Madewell
1398901,ELE,Cell Phones & Accessories,Screen Protectors,Nintendo
1399950,MEN,Athletic Apparel,Snowsuits & Bibs,The North Face
1400040,SPO,Golf,Other,Wilson
1401741,MEN,Men's Accessories,"Backpacks, Bags & Briefcases",Chanel
1402078,WOM,Shoes,Boots,Lilly Pulitzer
1402740,HOM,Home Décor,Tapestries,Kate Spade
1402844,WOM,Pants,Dress Pants,Burberry
1404299,MEN,Athletic Apparel,Jerseys,adidas Originals
